experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage_2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,stroopStim.stopped,stroopResp.stopped,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.step,stroopResp.keys,stroopResp.corr,blank.started,fbCound.started,blankPeriod.started,fbCound.stopped,blank.stopped,myExp.RT_allTrials,myExp.RT_correctTrials,stroopResp.rt,stroopResp.duration,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
161,0,161,0,203.28327619999982,,,,,,,,,,,,,,,,,203.26831909999964,162,yellow,yellow,1.0,s,203.28327619999982,203.28327619999982,,,203.7361067999991,s,1.0980918999994174,1.0,0.0,s,1,203.73989129999973,0.000452199999926961,0.000452199999926961,0.6402471000001242,204.386391,0.44755629999963276,0.44755629999963276,0.44755629999963276,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
162,0,162,0,204.4002404999992,,,,,,,,,,,,,,,,,204.38820569999916,163,blue,blue,1.0,l,204.4002404999992,204.4002404999992,,,204.98576329999923,l,1.0980918999994174,1.0,0.0,l,1,204.98810140000023,0.0002565000013419194,0.0002565000013419194,0.506583899999896,205.50370029999976,0.5794891000005009,0.5794891000005009,0.5794891000005009,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
163,0,163,0,205.5163266999989,,,,,,,,,,,,,,,,,205.5049330999991,164,green,green,1.0,c,205.5163266999989,205.5163266999989,,,206.0687708000005,c,1.0980918999994174,1.0,0.0,c,1,206.07232359999944,0.00048129999959201086,0.00048129999959201086,0.5502093000013701,206.6340820000005,0.5359154999987368,0.5359154999987368,0.5359154999987368,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
164,0,164,0,206.64987949999886,,,,,,,,,,,,,,,,,206.63478659999964,165,yellow,yellow,1.0,s,206.64987949999886,206.64987949999886,,,207.12150199999996,s,1.0980918999994174,1.0,0.0,s,1,207.12656849999985,0.0007026999992376659,0.0007026999992376659,0.6206602999991446,207.74896780000017,0.4680149999985588,0.4680149999985588,0.4680149999985588,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
165,0,165,0,207.7668195999995,,,,,,,,,,,,,,,,,207.7507652000004,166,green,green,1.0,c,207.7668195999995,207.7668195999995,,,208.23606649999965,c,1.0980918999994174,1.0,0.0,c,1,208.23991569999998,0.00045529999988502823,0.00045529999988502823,0.6238062000011269,208.87020649999977,0.4649991999995109,0.4649991999995109,0.4649991999995109,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
166,0,166,0,208.88612990000001,,,,,,,,,,,,,,,,,208.87195579999934,167,yellow,yellow,1.0,s,208.88612990000001,208.88612990000001,,,209.55214979999982,s,1.0980918999994174,1.0,0.0,s,1,209.55626680000023,0.00042799999937415123,0.00042799999937415123,0.4247613999996247,209.98655739999958,0.661935000000085,0.661935000000085,0.661935000000085,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
167,0,167,0,210.00071659999958,,,,,,,,,,,,,,,,,209.98780409999927,168,red,red,1.0,m,210.00071659999958,210.00071659999958,,,210.51833699999952,m,1.0980918999994174,1.0,0.0,m,1,210.52050249999957,0.000247500000114087,0.000247500000114087,0.5832673999993858,211.11749400000008,0.5041743000001588,0.5041743000001588,0.5041743000001588,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
168,0,168,0,211.13318509999954,,,,,,,,,,,,,,,,,211.1188934999991,169,blue,blue,1.0,l,211.13318509999954,211.13318509999954,,,211.6690335000003,l,1.0980918999994174,1.0,0.0,l,1,211.67307169999913,0.0004623000004357891,0.0004623000004357891,0.5608011000003899,212.23918070000036,0.5282086999995954,0.5282086999995954,0.5282086999995954,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
169,0,169,0,212.25429259999873,,,,,,,,,,,,,,,,,212.2405222999987,170,yellow,yellow,1.0,s,212.25429259999873,212.25429259999873,213.3664276999989,213.3664276999989,213.35130240000035,nan,1.0980918999994174,0.0,0.0,None,0,213.35484089999954,0.0006928999991941964,0.0006928999991941964,0.04528089999985241,213.4130329999989,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
170,0,170,0,213.4302327000005,,,,,,,,,,,,,,,,,213.41519919999882,171,red,red,1.0,m,213.4302327000005,213.4302327000005,214.5331600999998,214.5331600999998,214.51797970000007,nan,1.0980918999994174,0.0,0.0,None,0,214.52095319999898,0.0005638000002363697,0.0005638000002363697,0.045591599999170285,214.58299989999978,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
171,0,171,0,214.59575529999893,,,,,,,,,,,,,,,,,214.5844920999989,172,green,green,1.0,c,214.59575529999893,214.59575529999893,215.69972159999998,215.69972159999998,215.68466239999907,nan,1.0980918999994174,0.0,0.0,None,0,215.68744700000025,0.0005449000000226079,0.0005449000000226079,0.04535030000079132,215.7528657999992,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
172,0,172,0,215.77458359999946,,,,,,,,,,,,,,,,,215.7549930999994,173,yellow,yellow,1.0,s,215.77458359999946,215.77458359999946,216.88242249999894,216.88242249999894,216.86720739999873,nan,1.0980918999994174,0.0,0.0,None,0,216.8707419000002,0.0007128999986889539,0.0007128999986889539,0.04498609999973269,216.93307060000006,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
173,0,173,0,216.94601189999958,,,,,,,,,,,,,,,,,216.9346291999991,174,green,green,1.0,c,216.94601189999958,216.94601189999958,218.04947589999938,218.04947589999938,218.0345567000004,nan,1.0980918999994174,0.0,0.0,None,0,218.03762669999924,0.0005758999996032799,0.0005758999996032799,0.04544809999970312,218.10319510000045,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
174,0,174,0,218.12347760000011,,,,,,,,,,,,,,,,,218.10484329999963,175,yellow,yellow,1.0,s,218.12347760000011,218.12347760000011,219.23255169999902,219.23255169999902,219.2177816000003,nan,1.0980918999994174,0.0,0.0,None,0,219.2208298000005,0.0007177999996201834,0.0007177999996201834,0.04572540000117442,219.28270150000026,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
175,0,175,0,219.30164119999972,,,,,,,,,,,,,,,,,219.2844441999987,176,green,green,1.0,c,219.30164119999972,219.30164119999972,220.39947050000046,220.39947050000046,220.3843907999999,nan,1.0980918999994174,0.0,0.0,None,0,220.38763429999926,0.0007911000011517899,0.0007911000011517899,0.0452144999999291,220.45282079999924,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
176,0,176,0,220.46823629999926,,,,,,,,,,,,,,,,,220.4546532000004,177,blue,blue,1.0,l,220.46823629999926,220.46823629999926,221.56545939999887,221.56545939999887,221.55031249999956,nan,1.0980918999994174,0.0,0.0,None,0,221.55254779999996,0.00040270000135933515,0.00040270000135933515,0.04706210000040301,221.61285320000025,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
177,0,177,0,221.63219860000027,,,,,,,,,,,,,,,,,221.6146719999997,178,green,green,1.0,c,221.63219860000027,221.63219860000027,222.7323612,222.7323612,222.71755889999986,nan,1.0980918999994174,0.0,0.0,None,0,222.72327500000029,0.0004937000012432691,0.0004937000012432691,0.042821300001378404,222.78291439999884,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
178,0,178,0,222.79930479999894,,,,,,,,,,,,,,,,,222.7846866,179,blue,blue,1.0,l,222.79930479999894,222.79930479999894,223.8995675999995,223.8995675999995,223.88358919999882,nan,1.0980918999994174,0.0,0.0,None,0,223.88544609999917,0.0004093000006832881,0.0004093000006832881,0.04742140000053041,223.95258859999922,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
179,0,179,0,223.96558860000005,,,,,,,,,,,,,,,,,223.95431069999904,180,red,red,1.0,m,223.96558860000005,223.96558860000005,225.0655415000001,225.0655415000001,225.05057309999938,nan,1.0980918999994174,0.0,0.0,None,0,225.0535206000004,0.000611699999353732,0.000611699999353732,0.045620400000188965,225.11286819999987,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
180,0,180,0,225.12884659999872,,,,,,,,,,,,,,,,,225.11485129999892,181,green,green,1.0,c,225.12884659999872,225.12884659999872,226.2321678999997,226.2321678999997,226.2172570999992,nan,1.0980918999994174,0.0,0.0,None,0,226.22010430000046,0.0005657000001519918,0.0005657000001519918,0.04528600000048755,226.28316149999955,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
181,0,181,0,226.29758299999958,,,,,,,,,,,,,,,,,226.2848871999995,182,red,red,1.0,m,226.29758299999958,226.29758299999958,227.3987849999994,227.3987849999994,227.38402809999934,nan,1.0980918999994174,0.0,0.0,None,0,227.38728869999977,0.000594900000578491,0.000594900000578491,0.04537909999999101,227.4531195999989,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
182,0,182,0,227.46470950000003,,,,,,,,,,,,,,,,,227.45468769999934,183,green,green,1.0,c,227.46470950000003,227.46470950000003,228.5654326999993,228.5654326999993,228.55034390000037,nan,1.0980918999994174,0.0,0.0,None,0,228.5532364999999,0.0005810999991808785,0.0005810999991808785,0.04565629999888188,228.6126766999987,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
183,0,183,0,228.63008049999917,,,,,,,,,,,,,,,,,228.61523060000036,184,red,red,1.0,m,228.63008049999917,228.63008049999917,229.73199589999967,229.73199589999967,229.71682839999994,nan,1.0980918999994174,0.0,0.0,None,0,229.7179716999999,0.0002229999990959186,0.0002229999990959186,0.04772400000001653,229.78363549999995,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
184,0,184,0,229.80051490000005,,,,,,,,,,,,,,,,,229.78544209999927,185,green,green,1.0,c,229.80051490000005,229.80051490000005,230.898545,230.898545,230.88305629999923,nan,1.0980918999994174,0.0,0.0,None,0,230.8873365999989,0.0007081999992806232,0.0007081999992806232,0.04451299999891489,230.95219989999896,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
185,0,185,0,230.9683683000003,,,,,,,,,,,,,,,,,230.9538541999991,186,red,red,1.0,m,230.9683683000003,230.9683683000003,232.06528640000033,232.06528640000033,232.05083019999984,nan,1.0980918999994174,0.0,0.0,None,0,232.05403060000026,0.0006034999987605261,0.0006034999987605261,0.04508769999847573,232.11306739999964,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
186,0,186,0,232.1289342,,,,,,,,,,,,,,,,,232.11529259999952,187,green,green,1.0,c,232.1289342,232.1289342,233.23191099999895,233.23191099999895,233.21675229999892,nan,1.0980918999994174,0.0,0.0,None,0,233.21946209999987,0.0005087999998067971,0.0005087999998067971,0.04595060000065132,233.28329949999898,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
187,0,187,0,233.29887299999973,,,,,,,,,,,,,,,,,233.28504109999994,188,red,red,1.0,m,233.29887299999973,233.29887299999973,234.39871649999986,234.39871649999986,234.38323800000035,nan,1.0980918999994174,0.0,0.0,None,0,234.38633239999945,0.0006317999996099388,0.0006317999996099388,0.04578079999919282,234.45310439999957,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
188,0,188,0,234.4687042000005,,,,,,,,,,,,,,,,,234.45493319999878,189,blue,blue,1.0,l,234.4687042000005,234.4687042000005,235.58140879999883,235.58140879999883,235.56603689999974,nan,1.0980918999994174,0.0,0.0,None,0,235.56770619999952,0.00033230000008188654,0.00033230000008188654,0.04723829999966256,235.63352060000034,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
189,0,189,0,235.6478635000003,,,,,,,,,,,,,,,,,235.63498489999984,190,yellow,yellow,1.0,s,235.6478635000003,235.6478635000003,236.74855860000025,236.74855860000025,236.73344629999883,nan,1.0980918999994174,0.0,0.0,None,0,236.73672629999965,0.0006071000007068506,0.0006071000007068506,0.04530309999972815,236.80335509999895,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
190,0,190,0,236.8168016999989,,,,,,,,,,,,,,,,,236.8051581999989,191,red,red,1.0,m,236.8168016999989,236.8168016999989,237.91517430000022,237.91517430000022,237.90012790000037,nan,1.0980918999994174,0.0,0.0,None,0,237.90348959999938,0.0006412999991880497,0.0006412999991880497,0.04516390000026149,237.96277089999967,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
191,0,191,0,237.98619859999963,,,,,,,,,,,,,,,,,237.96561589999874,192,yellow,yellow,1.0,s,237.98619859999963,237.98619859999963,239.0986155999999,239.0986155999999,239.08357849999993,nan,1.0980918999994174,0.0,0.0,None,0,239.08678560000044,0.0006673999996564817,0.0006673999996564817,0.04511199999978999,239.1529799,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
192,0,192,0,239.17145809999965,,,,,,,,,,,,,,,,,239.15472169999884,193,red,red,1.0,m,239.17145809999965,239.17145809999965,240.2816088999989,240.2816088999989,240.2664789999999,nan,1.0980918999994174,0.0,0.0,None,0,240.26975130000028,0.000666300000375486,0.000666300000375486,0.04539870000007795,240.33289510000031,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
193,0,193,0,240.36214889999974,,,,,,,,,,,,,,,,,240.33474519999982,194,yellow,yellow,1.0,s,240.36214889999974,240.36214889999974,241.46479519999957,241.46479519999957,241.45015950000015,nan,1.0980918999994174,0.0,0.0,None,0,241.4534169999988,0.0005923000007896917,0.0005923000007896917,0.0448117000014463,241.51291719999972,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
194,0,194,0,241.53222519999872,,,,,,,,,,,,,,,,,241.5150297,195,green,green,1.0,c,241.53222519999872,241.53222519999872,242.63137519999873,242.63137519999873,242.61679949999962,nan,1.0980918999994174,0.0,0.0,None,0,242.62010259999988,0.0005926999983785208,0.0005926999983785208,0.045298799999727635,242.68307999999888,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
195,0,195,0,242.70942850000029,,,,,,,,,,,,,,,,,242.68488869999965,196,yellow,yellow,1.0,s,242.70942850000029,242.70942850000029,243.8148001999998,243.8148001999998,243.79994859999897,nan,1.0980918999994174,0.0,0.0,None,0,243.8037504999993,0.0007664000004297122,0.0007664000004297122,0.04465929999969376,243.8627381999995,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
196,0,196,0,243.88228789999994,,,,,,,,,,,,,,,,,243.86492329999965,197,blue,blue,1.0,l,243.88228789999994,243.88228789999994,244.98136589999922,244.98136589999922,244.96665629999916,nan,1.0980918999994174,0.0,0.0,None,0,244.96973799999978,0.0005113999995955965,0.0005113999995955965,0.045117199999367585,245.03315739999925,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
197,0,197,0,245.04566129999876,,,,,,,,,,,,,,,,,245.03493549999985,198,green,green,1.0,c,245.04566129999876,245.04566129999876,246.14758959999926,246.14758959999926,246.13277449999987,nan,1.0980918999994174,0.0,0.0,None,0,246.13550719999876,0.0005762000000686385,0.0005762000000686385,0.04585159999987809,246.19287520000034,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
198,0,198,0,246.2062690999992,,,,,,,,,,,,,,,,,246.19498039999962,199,blue,blue,1.0,l,246.2062690999992,246.2062690999992,247.31442470000002,247.31442470000002,247.29932339999868,nan,1.0980918999994174,0.0,0.0,None,0,247.30269249999947,0.0005551999984163558,0.0005551999984163558,0.04562179999993532,247.3623217000004,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
199,0,199,0,247.3779641000001,,,,,,,,,,,,,,,,,247.3652323999995,200,green,green,1.0,c,247.3779641000001,247.3779641000001,,,248.00015539999913,c,1.0980918999994174,1.0,0.0,c,1,248.0046997999998,0.0004073000000062166,0.0004073000000062166,0.48024550000081945,248.49033400000008,0.607076699998288,0.607076699998288,0.607076699998288,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
200,0,200,0,248.50120119999883,,,,,,,,,,,,,,,,,248.49181680000038,201,red,red,1.0,m,248.50120119999883,248.50120119999883,,,249.01652739999918,m,1.0980918999994174,1.0,0.0,m,1,249.02023960000042,0.00041819999933068175,0.00041819999933068175,0.5888290000002598,249.61505639999996,0.4993384999997943,0.4993384999997943,0.4993384999997943,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
201,0,201,0,249.6272917999995,,,,,,,,,,,,,,,,,249.6166890000004,202,green,green,1.0,c,249.6272917999995,249.6272917999995,,,250.14993139999933,c,1.0980918999994174,1.0,0.0,c,1,250.15391869999985,0.0004687999989982927,0.0004687999989982927,0.5759544999982609,250.7357940999991,0.5128714999991644,0.5128714999991644,0.5128714999991644,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
202,0,202,0,250.74919789999876,,,,,,,,,,,,,,,,,250.73752419999983,203,blue,blue,1.0,l,250.74919789999876,250.74919789999876,,,251.20032410000022,l,1.0980918999994174,1.0,0.0,l,1,251.203289699999,0.0005815999993501464,0.0005815999993501464,0.6419974000000366,251.8514250999997,0.4452495000005001,0.4452495000005001,0.4452495000005001,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
203,0,203,0,251.86406749999878,,,,,,,,,,,,,,,,,251.8531294000004,204,yellow,yellow,1.0,s,251.86406749999878,251.86406749999878,,,252.3338703999998,s,1.0980918999994174,1.0,0.0,s,1,252.33952130000034,0.000750399998651119,0.000750399998651119,0.6364565999992919,252.98130599999968,0.45182000000022526,0.45182000000022526,0.45182000000022526,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
204,0,204,0,252.9952644999994,,,,,,,,,,,,,,,,,252.98266799999874,205,red,red,1.0,m,252.9952644999994,252.9952644999994,,,253.56683630000043,m,1.0980918999994174,1.0,0.0,m,1,253.5710567999995,0.00046209999891289044,0.00046209999891289044,0.524952800000392,254.1023081000003,0.5630292999994708,0.5630292999994708,0.5630292999994708,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
205,0,205,0,254.11540649999915,,,,,,,,,,,,,,,,,254.10425719999876,206,green,green,1.0,c,254.11540649999915,254.11540649999915,,,254.48280479999994,c,1.0980918999994174,1.0,0.0,c,1,254.4860322000004,0.00037789999987580813,0.00037789999987580813,0.734288400000878,255.2258810000003,0.35329749999982596,0.35329749999982596,0.35329749999982596,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
206,0,206,0,255.23999319999893,,,,,,,,,,,,,,,,,255.22732079999878,207,red,red,1.0,m,255.23999319999893,255.23999319999893,,,255.7831912999991,m,1.0980918999994174,1.0,0.0,m,1,255.78795480000008,0.0005055999990872806,0.0005055999990872806,0.5599829999991925,256.35376410000026,0.527928299999985,0.527928299999985,0.527928299999985,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
207,0,207,0,256.3781736000001,,,,,,,,,,,,,,,,,256.3555699999997,208,yellow,yellow,1.0,s,256.3781736000001,256.3781736000001,,,256.90003160000015,s,1.0980918999994174,1.0,0.0,s,1,256.90429330000006,0.0005196999991312623,0.0005196999991312623,0.5714606000001368,257.48184690000016,0.5156750999994983,0.5156750999994983,0.5156750999994983,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
208,0,208,0,257.4971422999988,,,,,,,,,,,,,,,,,257.4835850999989,209,blue,blue,1.0,l,257.4971422999988,257.4971422999988,,,258.04995919999965,l,1.0980918999994174,1.0,0.0,l,1,258.05503599999975,0.0006087000001571141,0.0006087000001571141,0.5419229999988602,258.60294619999877,0.5460277000001952,0.5460277000001952,0.5460277000001952,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
209,0,209,0,258.6168390999992,,,,,,,,,,,,,,,,,258.60492089999934,210,green,green,1.0,c,258.6168390999992,258.6168390999992,,,259.33287949999976,c,1.0980918999994174,1.0,0.0,c,1,259.3352369999993,0.000454699998954311,0.000454699998954311,0.3885372999993706,259.7323223000003,0.6985788000001776,0.6985788000001776,0.6985788000001776,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
210,0,210,0,259.7470572000002,,,,,,,,,,,,,,,,,259.7339663999992,211,red,red,1.0,m,259.7470572000002,259.7470572000002,,,260.49954160000016,l,1.0980918999994174,0.0,0.0,l,0,260.5033010999996,0.0007762000004731817,0.0007762000004731817,0.34643060000053083,260.8553345,0.7413190999996004,,0.7413190999996004,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
211,0,211,0,260.8690913999999,,,,,,,,,,,,,,,,,260.85690479999903,212,blue,blue,1.0,l,260.8690913999999,260.8690913999999,,,261.4660757999991,l,1.0980918999994174,1.0,0.0,l,1,261.47147699999914,0.0008590999987063697,0.0008590999987063697,0.5022980999983702,261.97979549999945,0.5856776000000536,0.5856776000000536,0.5856776000000536,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
212,0,212,0,261.99467259999983,,,,,,,,,,,,,,,,,261.98164840000027,213,red,red,1.0,m,261.99467259999983,261.99467259999983,,,262.5160935999993,m,1.0980918999994174,1.0,0.0,m,1,262.5219146999989,0.0008160999987012474,0.0008160999987012474,0.5809988000000885,263.10881209999934,0.5077503000011347,0.5077503000011347,0.5077503000011347,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
213,0,213,0,263.1209619000001,,,,,,,,,,,,,,,,,263.1104464,214,blue,blue,1.0,l,263.1209619000001,263.1209619000001,,,263.68424810000033,l,1.0980918999994174,1.0,0.0,l,1,263.68888569999945,0.00042220000068482477,0.00042220000068482477,0.5291360000010172,264.2244541,0.5594885999998951,0.5594885999998951,0.5594885999998951,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
214,0,214,0,264.23672970000007,,,,,,,,,,,,,,,,,264.225981399999,215,green,green,1.0,c,264.23672970000007,264.23672970000007,,,264.7832417999998,s,1.0980918999994174,0.0,0.0,s,0,264.7883536999998,0.0007494000001315726,0.0007494000001315726,0.5459977999998955,265.34002379999947,0.5417483000001084,,0.5417483000001084,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
215,0,215,0,265.355074699999,,,,,,,,,,,,,,,,,265.34271179999996,216,red,red,1.0,m,265.355074699999,265.355074699999,,,265.81488159999935,m,1.0980918999994174,1.0,0.0,m,1,265.81866049999917,0.0006473000012192642,0.0006473000012192642,0.6393055999997159,266.4636107999995,0.44864919999963604,0.44864919999963604,0.44864919999963604,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.4637378999996,266.4733448999996,266.4733448999996,266.4733448999996,267.3841648999987,space,0.9021611999996821,None,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
